country|packed
Azerbaijan|fortunejack.com~2026-07~13,5,5,4,3,0,0,1,1 fortunejack.com~2026-06~10,3,3,3,0,0,0,0,0 $direct~2026-07~3,2,0,0,0,0,0,0,0 fortunejack.com~2026-08~42,17,9,4,0,0,0,1,0 www.google.com~2026-05~6,2,1,1,0,0,0,0,0 $direct~2026-08~5,0,0,0,0,0,0,0,0 $direct~2026-06~16,1,0,0,0,0,0,0,0 $direct~2026-05~6,2,1,1,0,0,0,0,0
Bahamas|www.google.com~2026-06~4,0,0,0,0,0,0,0,0 fortunejack.com~2026-08~3,1,0,0,0,0,0,0,0
Bahrain|fortunejack.com~2026-08~15,1,1,0,0,0,0,0,0 fortunejack.com~2026-07~11,2,2,1,0,0,0,0,0 $direct~2026-06~15,1,1,1,0,0,0,0,0 $direct~2026-07~3,0,0,0,0,0,0,0,0
Bangladesh|www.google.com~2026-07~27,0,0,0,0,0,0,0,0 fortunejack.com~2026-06~8,0,0,0,0,0,0,0,0 $direct~2026-05~6,0,0,0,0,0,0,0,0 $direct~2026-09~4,0,0,0,0,0,0,0,0 $direct~2026-08~8,0,0,0,0,0,0,0,0 $direct~2026-06~5,0,0,0,0,0,0,0,0 www.google.com~2026-08~15,0,0,0,0,0,0,0,0 fortunejack.com~2026-08~25,6,0,0,0,0,0,0,0 fortunejack.com~2026-05~4,0,0,0,0,0,0,0,0 fortunejack.com~2026-07~8,0,0,0,0,0,0,0,0 fortunejack.com~2026-09~6,0,0,0,0,0,0,0,0
Belarus|$direct~2026-06~4,1,0,0,0,0,0,0,0 www.google.com~2026-05~3,1,1,1,1,0,0,1,1 fortunejack.com~2026-08~7,3,1,0,0,0,0,0,0 $direct~2026-05~4,1,0,0,0,0,0,0,0 fortunejack.com~2026-06~6,4,2,1,0,0,0,0,0 $direct~2026-07~3,1,0,0,0,0,0,0,0 fortunejack.com~2026-07~7,2,0,0,0,0,0,0,0 fortunejack.com~2026-05~3,2,0,0,0,0,0,0,0
Belgium|$direct~2026-06~8,0,0,0,0,0,0,0,0
Benin|$direct~2026-07~3,1,1,1,0,0,0,0,0 m.facebook.com~2026-06~3,2,1,0,0,0,0,0,0 fortunejack.com~2026-06~3,1,0,0,0,0,0,0,0 fortunejack.com~2026-07~5,4,2,1,0,0,0,0,0 $direct~2026-05~3,0,0,0,0,0,0,0,0
Bhutan|fortunejack.com~2026-07~3,0,0,0,0,0,0,0,0 fortunejack.com~2026-06~3,0,0,0,0,0,0,0,0
Bolivia|$direct~2026-05~8,7,1,0,0,0,0,0,0 $direct~2026-06~11,1,1,1,1,0,0,1,1 l.facebook.com~2026-07~23,7,4,0,0,0,0,0,0 m.facebook.com~2026-06~7,2,1,0,0,0,0,0,0 fortunejack.com~2026-09~5,1,1,0,0,0,0,0,0 www.google.com~2026-08~17,13,13,11,10,0,0,0,0 fortunejack.com~2026-06~17,9,6,6,0,0,0,1,0 keitaro.fortunejack.com~2026-07~3,2,0,0,0,0,0,0,0 $direct~2026-08~14,5,0,0,0,0,0,0,0 m.facebook.com~2026-07~32,19,11,4,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-07~5,4,0,0,0,0,0,0,0 www.google.com~2026-09~4,0,0,0,0,0,0,0,0 fortunejack.com~2026-08~52,19,11,9,7,0,0,1,1 fortunejack.com~2026-05~3,1,1,1,0,0,0,0,0 instagram.com~2026-08~4,3,1,1,0,0,0,0,0 fortunejack.com~2026-07~30,11,6,5,2,0,0,1,1 www.google.com~2026-05~8,5,3,2,1,0,0,1,1 www.google.com~2026-07~6,1,1,1,0,0,0,1,0 tracker-pm2.fortunejackpartners.com~2026-08~9,3,2,2,0,0,0,0,0 $direct~2026-07~7,2,1,0,0,0,0,0,0 www.google.com~2026-06~3,1,1,0,0,0,0,0,0 m.facebook.com~2026-08~36,19,6,2,0,0,0,1,0 l.facebook.com~2026-08~346,33,3,1,0,0,0,0,0 instagram.com~2026-07~3,3,0,0,0,0,0,0,0
Bosnia and Herzegovina|com.google.android.gm~2026-08~3,0,0,0,0,0,0,0,0 l.facebook.com~2026-08~20,2,2,1,0,0,0,1,0 www.google.com~2026-08~14,1,1,1,0,0,0,1,0 www.google.com~2026-09~3,0,0,0,0,0,0,0,0 www.google.com~2026-06~32,2,0,0,0,0,0,0,0 m.facebook.com~2026-06~16,5,4,3,0,0,0,3,0 chatgpt.com~2026-05~3,1,1,0,0,0,0,0,0 fortunejack.com~2026-05~31,9,4,0,0,0,0,0,0 $direct~2026-05~150,6,2,2,0,0,0,1,0 $direct~2026-08~125,1,0,0,0,0,0,0,0 www.google.com~2026-05~39,4,2,1,1,0,0,1,1 $direct~2026-09~10,1,0,0,0,0,0,0,0 www.google.com~2026-07~17,1,1,1,1,0,0,1,1 bosnian-bonusesfinder.com~2026-05~13,5,1,0,0,0,0,0,0 com.google.android.gm~2026-07~5,1,1,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-08~4,3,1,0,0,0,0,0,0 $direct~2026-07~146,15,14,9,2,0,0,3,2 l.facebook.com~2026-06~7,1,0,0,0,0,0,0,0 fortunejack.com~2026-06~76,18,14,5,1,0,0,3,1 tracker-pm2.fortunejackpartners.com~2026-07~25,11,9,8,0,0,0,3,0 instagram.com~2026-07~114,34,23,16,0,0,0,7,0 fortunejack.com~2026-08~112,29,19,12,0,1,0,5,0 m.facebook.com~2026-08~42,10,6,6,0,1,0,2,0 l.facebook.com~2026-07~69,10,8,2,0,0,0,2,0 $direct~2026-06~142,5,4,0,0,0,0,0,0 fortunejack.com~2026-07~321,111,82,50,2,3,1,13,1 instagram.com~2026-08~27,8,4,2,0,0,0,0,0 bosnian-bonusesfinder.com~2026-06~3,1,0,0,0,0,0,0,0 keitaro.fortunejack.com~2026-08~10,2,1,1,0,0,0,1,0 instagram.com~2026-06~8,1,0,0,0,0,0,0,0 m.facebook.com~2026-07~109,44,27,18,0,3,0,8,0 com.google.android.gm~2026-06~16,2,1,1,0,0,0,1,0 com.google.android.gm~2026-05~17,2,1,1,0,0,0,0,0 keitaro.fortunejack.com~2026-07~27,5,5,3,0,0,0,1,0
Botswana|fortunejack.com~2026-06~5,2,0,0,0,0,0,0,0 m.facebook.com~2026-06~14,6,1,1,0,0,0,0,0 l.facebook.com~2026-06~10,2,0,0,0,0,0,0,0 fortunejack.com~2026-08~6,2,1,1,0,0,0,0,0
