1795367|Alphawolfe|VPN Player|2021-10-05|2021-10-06|Pre Elit|Active|Provably Fair|Gold III|2026-07-03|30|8335.55|4116.34|168|115|11021.32|5915.75|8336.32|4148.48|1039.67|368.82|208933.52|111825.72|1962.71|2120.08|1968.54|2116.55|2026-08-22|38|44
3940267|fortune-7347653|Denmark|2026-07-15|2026-07-15|Regular|Blocked|Casino|Gold III|2026-08-08|18|4079.23|4092.19|59|18|2398.13|2870.65|2354.66|2102.16|43.47|768.48|26275.06|38279.69|2167.51|4092.19|2154.03|2102.16|2026-08-19|6|9
3947411|jack-4864224|Norway|2026-08-07|2026-08-07|Regular|Active|Casino|Silver IV|2026-08-08|18|322.34|4033.95|2|11|349.09|1025.20|322.77|855.73|26.32|169.48|868.18|8818.09|322.34|4033.95|322.77|855.73|2026-08-23|7|8
3138688|Sanenn|India|2023-04-20|2023-05-22|Risk|Active|Provably Fair|Silver III|2026-08-15|11|4427.05|3423.93|16|12|-789.58|1564.60|-1643.17|1384.91|853.59|179.69|10653.88|8009.23|2064.74|3423.93|-757.49|1384.91|2026-08-24|7|9
1481885|lyonzy903|United Kingdom of Great Britain and Northern Ireland|2020-05-18|2020-05-18|Risk|Active|Casino|Gold III|2026-08-04|22|1884.62|3324.32|33|51|-297.60|171.92|-544.27|-114.98|246.67|286.89|15539.33|29614.48|1746.26|3324.32|-682.50|-114.98|2026-08-24|15|19
1896828|Rotti3388|Norway|2022-01-25|2022-02-20|Elit|Active|Casino|Gold IV|2026-08-05|21|16043.14|2960.76|141|30|1992.55|1836.66|-514.32|1338.84|2506.88|497.82|196432.99|19029.44|4252.91|2960.76|-2752.58|1338.84|2026-08-24|13|18
3007400|meganrsmith1209|VPN Player|2022-08-08|2022-09-09|Pre Elit|Active|Casino|Gold III|2026-07-08|30|10171.53|2310.99|341|80|4781.00|1885.98|3186.89|1407.36|1594.11|478.62|63948.32|13534.62|2298.07|1993.95|1574.59|1133.83|2026-08-24|36|48
3942907|Amaryllis1|Cyprus|2026-07-23|2026-07-25|Regular|Active|Casino|Gold II|2026-08-07|19|3453.35|2048.48|37|28|3279.15|2516.49|3055.76|2049.73|223.39|640.38|17248.00|7928.63|3453.35|2048.48|3055.76|2049.73|2026-08-24|14|18
1786889|Houss2020|Tunisia|2021-09-21|2021-09-21|Risk|Active|Casino|Gold III|2026-08-08|18|12593.87|1942.66|64|13|567.66|616.15|-341.59|430.44|909.25|185.71|113508.52|44601.78|389.57|1942.66|389.20|430.44|2026-08-21|5|10
3932909|NoLimitRosh|Australia|2026-06-23|2026-06-24|Regular|Active|Sport|Silver III|2026-08-07|19|4074.05|1900.63|14|5|143.83|860.56|50.26|841.85|93.56|18.71|5457.71|1748.53|1768.82|1900.63|435.06|841.85|2026-08-13|4|2
3940615|Bradyarmo|United Kingdom of Great Britain and Northern Ireland|2026-07-16|2026-07-18|Mass|Active|Casino|Silver III|2026-08-11|15|1149.90|1781.98|4|2|63.06|73.33|-246.97|-242.39|310.03|315.72|1425.78|2829.39|0.00|1781.98|2.40|-242.39|2026-08-24|1|2
3768156|ithenameofthelord|United States of America|2025-10-21|2026-05-26|Regular|Active|Casino|Gold III|2026-08-07|19|6270.63|1662.87|151|40|7138.14|1950.45|6256.00|1746.16|882.14|204.29|88831.78|27252.11|2224.69|1662.87|2210.43|1746.16|2026-08-24|18|18
3931006|jack-4936450|United States of America|2026-06-19|2026-06-19|Risk|Active|Live Casino|Gold II|2026-08-06|20|9077.06|1660.48|132|33|-2404.68|719.33|-2579.15|665.43|174.48|53.89|160368.50|31693.58|6242.19|1660.48|-3538.57|665.43|2026-08-24|15|17
3802103|Levani777|Germany|2025-12-17|2025-12-17|Regular|Active|Sport|Gold III|2026-08-07|19|37495.42|1506.73|619|29|20264.91|1821.61|15201.81|1301.70|5063.11|519.91|185576.76|8515.19|559.33|1506.73|559.36|1301.70|2026-08-24|11|14
3924095|Flashhh|Romania|2026-06-02|2026-06-02|Regular|Active|Sport|Gold II|2026-08-13|13|4981.49|1430.39|66|13|1008.52|1024.06|244.48|19.30|764.04|1004.76|39191.36|8543.33|829.06|1430.39|-203.38|19.30|2026-08-24|12|9
3752484|banarich|France|2025-09-20|2025-09-21|Elit|Active|Casino|Gold IV|2026-08-08|18|24066.94|1292.09|434|47|13888.80|-153.06|12292.15|-234.64|1596.65|81.58|238834.60|14741.53|1200.40|1292.09|914.70|-234.64|2026-08-24|17|17
3088128|efinixie|Korea (Republic of)|2022-12-26|2022-12-26|Mass|Active|Casino|Silver IV|2026-08-09|17|3405.08|1251.90|26|12|-1123.93|959.50|-1596.12|827.27|472.20|132.23|9525.07|3756.27|988.86|1251.90|412.85|827.27|2026-08-23|9|12
3943607|jack-6746535|Denmark|2026-07-26|2026-07-26|Regular|Active|Casino|Silver IV|2026-08-04|22|900.02|1100.86|2|3|913.88|1160.67|899.84|1096.95|14.04|63.71|1640.30|3721.94|900.02|1100.86|899.84|1096.95|2026-08-05|2|2
3438062|revent|VPN Player|2024-07-07|2024-07-07|Mass|Active|Casino|Silver IV|2026-08-03|23|26.94|1068.43|5|57|41.21|-71.74|26.78|-142.96|14.43|71.22|380.17|6116.68|26.94|1068.43|26.85|-142.96|2026-08-24|19|20
3945134|jack-6269473|Finland|2026-07-30|2026-07-30|Mass|Active|Sport|Silver II|2026-08-12|14|671.28|875.96|2|1|-279.46|-156.51|-283.00|-168.74|3.54|12.22|2837.88|1618.00|671.28|875.96|-283.00|-168.74|2026-08-17|1|3
1576698|Katali|VPN Player|2021-01-31|2021-02-08|Mass|Active|Provably Fair|Gold III|2026-08-08|18|1912.22|865.31|21|6|163.98|-2065.18|-117.51|-2099.63|281.49|34.44|126637.92|8397.61|263.15|865.31|-1390.42|-2099.63|2026-08-24|6|10
3161831|santos990230|Portugal|2023-05-30|2023-06-03|Mass|Active|Sport|Silver III|2026-08-20|6|1522.44|860.69|46|27|116.65|-66.76|48.74|-77.87|67.90|11.11|3063.09|2290.95|405.90|860.69|-130.58|-77.87|2026-08-24|5|5
3946002|purplesky|Romania|2026-08-02|2026-08-02|Regular|Active|Casino|Silver II|2026-08-05|21|87.38|857.52|1|1|99.80|936.97|87.14|857.56|12.67|79.41|102.19|2246.05|87.38|857.52|87.14|857.56|2026-08-22|1|4
3899147|dimaysus|Germany|2026-03-14|2026-03-16|Regular|Active|Casino|Gold I|2026-07-15|30|2456.40|729.69|86|24|2240.55|249.37|2056.59|229.46|183.96|19.91|12080.43|4430.93|778.16|357.53|574.06|357.47|2026-08-17|9|12
3930481|VAGINO|Brazil|2026-06-17|2026-06-17|Regular|Active|Live Casino|Gold II|2026-08-07|19|9830.16|703.13|105|8|-14.54|705.89|-245.67|703.27|231.13|2.62|89862.69|3513.88|3040.78|703.13|-1071.82|703.27|2026-08-19|5|7
1040737|Publicidentity|Liechtenstein|2015-12-07|2015-12-07|Mass|Active|Casino|Silver IV|2026-08-06|20|17.49|692.31|1|30|62.01|-163.59|17.67|-193.63|44.34|30.04|130.34|7031.84|0.00|692.31|-0.01|-193.63|2026-08-24|7|7
3842975|Niv2600|United States of America|2026-02-13|2026-02-13|Regular|Active|Casino|Gold I|2026-08-12|14|4941.68|646.75|34|6|993.76|662.68|420.22|647.36|573.55|15.32|32303.05|2739.90|342.59|646.75|-137.58|647.36|2026-08-24|5|7
3782789|aitorrigorri|Spain|2025-11-04|2025-12-11|Regular|Active|Sport|Gold I|2026-08-05|21|10489.34|603.41|84|9|1432.67|518.17|-533.78|193.49|1966.44|324.68|72980.75|1491.51|1736.54|603.41|900.01|193.49|2026-08-24|9|17
3537384|AlphaB|Bulgaria|2025-01-05|2025-01-05|Mass|Active|Casino|Gold III|2026-08-07|19|2480.85|500.04|12|2|-2623.45|523.38|-2889.56|499.97|266.11|23.41|49862.50|1580.04|953.27|500.04|-3010.06|499.97|2026-08-19|1|4
1459587|Kaj020|Netherlands|2020-03-02|2020-03-02|Regular|Active|Casino|Gold IV|2026-08-03|23|18051.12|462.57|376|14|13873.58|515.96|10857.31|462.91|3016.27|53.05|209123.19|3719.57|2097.68|462.57|170.92|462.91|2026-08-24|9|13
3915047|Sierrasly|Australia|2026-04-25|2026-04-25|Elit|Active|Live Casino|Gold II|2026-08-08|18|21309.26|453.44|332|7|8176.11|281.89|7367.69|192.55|808.42|89.34|116046.10|2743.45|9720.89|453.44|2754.69|192.55|2026-08-19|5|6
1259365|PhotoBook|VPN Player|2018-06-09|2018-06-09|Mass|Active|Dice|Gold III|2026-08-04|22|1570.36|440.36|5|1|-3289.88|565.70|-3617.68|440.54|327.80|125.17|31116.28|15621.97|1314.41|440.36|-3873.95|440.54|2026-08-22|1|3
3916179|jack-7959217|United States of America|2026-04-30|2026-04-30|Mass|Active|Live Casino|Bronze II|2026-08-12|14|937.39|427.11|3|1|-319.40|-17.01|-495.21|-21.66|175.81|4.65|1002.35|437.07|873.42|427.11|-558.38|-21.66|2026-08-23|1|1
3944556|fortune-3438539|Norway|2026-07-29|2026-07-29|Regular|Active|Casino|Silver II|2026-08-08|18|363.63|389.07|4|4|84.81|345.18|77.06|301.97|7.74|43.21|693.22|2038.17|363.63|389.07|77.06|301.97|2026-08-12|3|4
1735906|9999Coins|VPN Player|2021-06-09|2021-06-09|Regular|Active|Live Casino|Silver I|2026-08-05|21|53.93|240.15|6|15|55.04|296.88|53.74|240.44|1.29|56.45|1095.30|3270.31|24.57|240.15|24.38|240.44|2026-08-24|11|11
3950341|fortune-2972133|Australia|2026-08-19|2026-08-19|Regular|Active|Crash|Bronze III|2026-08-23|3|774.71|213.54|2|1|-8.95|250.40|-118.38|206.45|109.43|43.95|6066.51|1817.89|207.53|213.54|-121.81|206.45|2026-08-23|1|1
1251685|onthomp|United Kingdom of Great Britain and Northern Ireland|2018-05-11|2018-05-11|Regular|Active|Crash|Silver IV|2026-08-07|19|874.96|210.65|31|8|955.86|216.33|872.59|206.68|83.27|9.65|10114.55|5599.22|226.78|210.65|226.76|206.68|2026-08-24|3|4
3536110|scotflex|Turkey|2025-01-03|2025-01-03|Mass|Active|Casino|Bronze III|2026-08-12|14|364.15|180.38|6|3|38.26|177.38|-204.58|173.60|242.84|3.77|1773.21|320.27|49.59|180.38|-88.23|173.60|2026-08-15|1|1
3908573|Neiko5000|United States of America|2026-03-29|2026-03-29|Mass|Active|Casino|Gold III|2026-08-07|19|4337.34|148.02|68|2|-1083.96|151.45|-1754.26|147.85|670.30|3.60|78503.22|569.08|312.39|148.02|311.88|147.85|2026-08-18|2|5
1269899|holveck|VPN Player|2018-07-14|2018-07-27|Pre Elit|Active|Casino|Silver III|2026-08-03|23|554.37|146.20|56|21|572.52|103.51|511.90|-12.48|60.62|115.99|4652.64|694.55|283.33|146.20|282.62|-12.48|2026-08-24|11|14
3822024|Bibi2026|Germany|2026-01-21|2026-03-26|Regular|Active|Casino|Gold I|2026-08-04|22|2493.30|120.22|52|6|1715.15|147.03|1616.19|120.50|98.96|26.53|14872.77|1698.46|218.34|120.22|218.08|120.50|2026-08-22|1|6
2073729|Waxhaw2022|VPN Player|2022-06-13|2022-09-04|Pre Elit|Active|Casino|Gold I|2026-07-08|30|2379.97|93.42|26|3|2501.28|110.87|2382.32|94.18|118.96|16.70|21071.96|435.04|0.00|47.95|3.19|47.89|2026-08-20|3|7
1420828|Bmwebb78|VPN Player|2019-10-09|2019-11-06|Regular|Active|Casino|Silver II|2026-08-03|23|345.22|84.36|12|2|350.40|87.13|345.17|84.33|5.23|2.80|1614.10|132.91|345.22|84.36|345.17|84.33|2026-08-04|2|2
1841166|Makawkeener|VPN Player|2021-12-12|2021-12-14|Mass|Active|Dice|Bronze III|2026-08-07|19|278.93|82.25|2|1|208.49|83.96|192.05|82.26|16.44|1.70|2016.32|321.30|0.00|82.25|0.04|82.26|2026-08-23|1|3
3801917|Lilb1981|United States of America|2025-12-16|2025-12-22|Regular|Active|Casino|Gold III|2026-08-15|11|8953.70|77.25|293|6|1136.98|83.04|311.31|77.24|825.67|5.80|102559.40|312.75|1145.88|77.25|1145.81|77.24|2026-08-22|3|5
3901185|linares|Hungary|2026-03-18|2026-03-18|Mass|Active|Live Casino|Silver IV|2026-08-15|11|2744.59|76.75|37|2|-170.07|129.46|-491.94|76.99|321.87|52.47|34659.45|500.17|421.81|76.75|-423.97|76.99|2026-08-24|2|6
3936668|fortune-8142713|Australia|2026-07-03|2026-07-03|Regular|Active|Casino|Silver IV|2026-08-12|14|1011.91|75.32|22|1|961.09|76.28|861.10|75.28|99.99|1.00|7072.67|135.64|120.06|75.32|120.37|75.28|2026-08-18|1|1
3940242|fortune-6125951|Switzerland|2026-07-15|2026-07-15|Mass|Active|Casino|Silver IV|2026-08-24|2|1203.09|74.60|25|2|-523.40|125.58|-572.62|125.01|49.22|0.57|4633.93|1082.40|197.70|74.60|-48.56|125.01|2026-08-24|1|1
3371160|Pralen|Norway|2024-04-16|2024-04-16|Mass|Active|Casino|Silver I|2026-08-14|12|19.62|69.58|1|3|92.67|69.84|-98.63|69.59|191.29|0.26|729.32|560.27|0.00|69.58|0.00|69.59|2026-08-17|1|1
3938547|pakeka|Australia|2026-07-10|2026-07-10|Mass|Active|Casino|Bronze II|2026-08-06|20|30.04|58.38|1|1|30.24|58.30|29.57|58.30|0.67|0.00|235.05|178.05|0.00|58.38|0.01|58.30|2026-08-06|1|1
3470813|milo2424|VPN Player|2024-08-31|2024-08-31|Mass|Active|Provably Fair|Bronze III|2026-08-13|13|108.33|38.35|3|1|-2.12|38.52|-23.68|38.43|21.57|0.09|784.15|78.03|108.33|38.35|108.27|38.43|2026-08-21|1|3
3617928|Starzy1221|United States of America|2025-03-14|2025-03-14|Pre Elit|Blocked|Casino|Bronze I|2026-08-03|23|363.25|23.73|9|1|408.97|23.67|364.66|23.45|44.31|0.22|1978.40|28.97|0.00|23.73|0.18|23.45|2026-08-06|1|1
1746221|Sangmada|Indonesia|2021-06-28|2021-06-28|Mass|Active|Casino|Silver IV|2026-08-13|13|725.21|22.62|16|1|-124.78|22.59|-305.91|22.45|180.82|0.14|6476.95|67.92|239.72|22.62|57.48|22.45|2026-08-13|1|1
3415548|daantjepower|Brazil|2024-06-09|2025-02-11|Mass|Active|Casino|Bronze III|2026-08-12|14|288.56|19.97|7|1|346.31|20.64|287.48|20.14|58.83|0.50|1010.92|51.94|46.78|19.97|46.67|20.14|2026-08-23|1|3
3950109|torry|Argentina|2026-08-18|2026-08-18|Mass|Active|Casino|Bronze I|2026-07-18|30|0.00|17.52|0|4|0.00|17.41|0.00|17.41|0.00|0.00|0.00|24.95|0.00|0.00|0.00|0.00|2026-08-19|2|2
3944312|jack-5554305|Netherlands|2026-07-28|2026-07-28|Mass|Active|Casino|Bronze II|2026-08-13|13|35.63|17.27|7|1|38.53|17.25|35.46|17.25|3.07|0.00|177.51|111.36|23.40|17.27|23.29|17.25|2026-08-18|1|1
3225139|kopra|Sweden|2023-08-25|2023-08-25|Elit|Active|Casino|Gold III|2026-08-12|14|11475.79|16.03|142|2|5320.08|35.25|4548.64|16.12|771.44|19.14|91888.66|91.40|39.39|16.03|39.38|16.12|2026-08-24|2|5
3801937|tunis12|Tunisia|2025-12-17|2026-03-04|Regular|Active|Casino|Silver III|2026-08-06|20|693.10|14.80|80|3|144.42|15.66|138.85|14.79|5.56|0.87|4271.86|18.46|95.06|14.80|50.59|14.79|2026-08-22|1|3
3950747|endri17|Republic of Kosovo|2026-08-20|2026-08-20|Mass|Active|Casino|Bronze II|2026-08-21|5|17.52|8.90|1|1|1.50|4.49|1.50|-18.55|0.00|23.04|15.12|205.94|17.52|8.90|1.50|-18.55|2026-08-21|1|1
3346063|luckybird022D|VPN Player|2024-03-02|2024-03-02|Mass|Active|Crash|Bronze II|2026-08-08|18|149.04|8.14|5|2|150.42|8.32|149.04|8.15|1.39|0.18|821.18|13.26|149.04|8.14|149.04|8.15|2026-08-19|2|3
3663586|Zeroxzero|United States of America|2025-04-22|2025-05-08|Mass|Active|Casino|Bronze II|2026-08-13|13|117.52|0.00|2|0|153.95|3.38|117.99|0.04|35.95|3.34|481.73|3.38|0.00|0.00|-0.04|0.04|2026-08-21|0|2
3681159|GambleCodez|United States of America|2025-05-11|2025-08-13|Free Rider|Active|Casino|Bronze I|2026-08-04|22|0.00|0.00|0|0|26.26|0.00|0.04|0.00|26.22|0.00|143.29|0.00|0.00|0.00|0.00|0.00|2026-07-03|0|0
3714245|eze13|Spain|2025-06-10|2025-06-11|Pre Elit|Active|Casino|Gold II|2026-08-05|21|1932.68|0.00|58|0|4885.06|0.54|1932.99|0.06|430.12|0.48|42516.09|21.32|0.00|0.00|-0.04|0.06|2026-08-11|0|2
3719668|timmy2910|United States of America|2025-06-20|2026-01-08|Free Rider|Active|Casino|Bronze I|2026-08-19|7|115.47|0.00|3|0|93.22|0.00|57.66|0.00|35.56|0.00|976.57|0.00|0.00|0.00|0.00|0.00|2026-07-02|0|0
3728784|atipp92|United States of America|2025-07-13|2025-07-16|Free Rider|Active|Casino|Bronze I|2026-08-14|12|0.00|0.00|0|0|15.60|0.69|-0.07|0.04|15.67|0.65|28.60|1.30|0.00|0.00|-0.04|0.04|2026-08-18|0|2
3729199|getschwifty219|United States of America|2025-07-14||Free Rider|Active|Casino|Bronze I|2026-08-19|7|0.00|0.00|0|0|0.09|0.00|0.09|0.00|0.00|0.00|0.09|0.00|0.00|0.00|0.00|0.00|2026-08-09|0|0
3736118|Aitai0613|Japan|2025-08-03|2025-08-03|Free Rider|Active|Provably Fair|Bronze III|2026-08-05|21|0.00|0.00|0|0|105.09|0.17|-1.18|-0.03|106.27|0.20|1512.40|0.17|0.00|0.00|-1.10|-0.03|2026-08-08|0|1
3738552|Adulihfb|Germany|2025-08-11|2025-09-11|Regular|Active|Live Casino|Gold II|2026-08-07|19|10392.67|0.00|90|0|5127.91|10.35|4393.30|-0.01|734.61|10.36|78206.08|47.38|0.00|0.00|0.00|-0.01|2026-08-07|0|1
3741865|lukashansen1270|Denmark|2025-08-21|2026-08-21|Mass|Active|Crash|Bronze II|2026-08-23|3|76.41|0.00|3|0|76.06|0.00|76.06|0.00|0.00|0.00|1185.59|0.00|76.41|0.00|76.06|0.00|2026-08-22|0|0
3743026|newbtch|United States of America|2025-08-24|2025-09-12|One Timer|Active|Casino|Silver II|2026-08-12|14|115.23|0.00|29|0|77.45|0.35|64.64|0.00|12.82|0.35|1857.90|12.50|0.00|0.00|0.00|0.00|2026-08-20|0|2
3449495|abrohamlincoin|VPN Player|2024-07-23||Churn|Active|Casino||2026-08-07|19|0.00|0.00|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||0|0
3758988|BLLEHS|United States of America|2025-10-09|2025-10-17|Free Rider|Active|Provably Fair|Bronze II|2026-08-05|21|238.99|0.00|40|0|248.73|0.00|238.78|0.00|2.07|0.00|2177.29|0.00|0.00|0.00|0.00|0.00|2026-06-01|0|0
3780956|naser_3a|Libya|2025-11-02|2025-11-02|Churn|Active|Casino||2026-08-13|13|0.00|0.00|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||0|0
3382189|delpiero007i|Iran (Islamic Republic of)|2024-04-29|2024-04-29|Free Rider|Active|Casino|Bronze I|2026-08-05|21|0.00|0.00|0|0|42.58|0.41|-0.44|0.22|43.02|0.19|237.54|2.62|0.00|0.00|0.07|0.22|2026-08-19|0|2
3798627|So121234|Thailand|2025-12-03|2025-12-10|Free Rider|Active|Casino|Bronze I|2026-08-19|7|0.00|0.00|0|0|54.80|0.00|0.07|0.00|54.73|0.00|157.81|0.00|0.00|0.00|0.00|0.00|2026-06-11|0|0
3801652|mrjjmc691|Germany|2025-12-15|2025-12-15|Free Rider|Active|Dice|Bronze I|2026-08-12|14|0.00|0.00|0|0|16.14|0.00|-0.06|0.00|16.20|0.00|43.11|0.00|0.00|0.00|0.00|0.00|2026-07-27|0|0
3374175|fr4nk1e7777|Romania|2024-04-21|2024-04-21|Vip|Active|Live Casino|Legend|2026-08-12|14|61416.78|0.00|15|0|39122.86|0.00|39092.57|-1738.91|30.29|1738.91|77946.03|0.00|0.00|0.00|0.00|-1738.91|2026-07-15|0|0
3373652|berty91|VPN Player|2024-04-20|2024-04-20|Free Rider|Active|Provably Fair|Bronze II|2026-08-06|20|0.00|0.00|0|0|95.76|0.00|-0.13|0.00|95.89|0.00|208.34|0.00|0.00|0.00|0.00|0.00|2026-07-02|0|0
3821529|Jahid11|Saudi Arabia|2026-01-18||Churn|Active|||2026-08-12|14|0.00|0.00|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||0|0
3316564|mohammaddabas|Israel|2024-02-06|2024-09-21|Pre Elit|Active|Casino|Gold III|2026-08-04|22|4012.64|0.00|58|0|1479.25|0.31|1194.10|0.10|285.15|0.22|53616.68|0.52|0.00|0.00|-0.07|0.10|2026-08-09|0|2
3279208|Grosshaven|VPN Player|2023-11-23|2024-09-27|Mass|Active|Crash|Bronze II|2026-08-06|20|880.84|0.00|16|0|1039.99|26.50|647.55|-0.05|392.45|26.55|19147.38|200.09|0.00|0.00|0.12|-0.05|2026-08-22|0|7
3244406|rollem123|Canada|2023-10-03|2023-10-05|Free Rider|Active|Casino|Bronze I|2026-08-23|3|0.00|0.00|0|0|24.78|0.00|-0.07|0.00|24.85|0.00|128.03|0.00|0.00|0.00|0.00|0.00|2026-08-13|0|0
3901678|nomercyiii|Greece|2026-03-20|2026-04-30|Regular|Active|Live Casino|Gold I|2026-08-04|22|2310.25|0.00|18|0|-1903.66|0.00|-2180.80|0.00|277.14|0.00|34749.33|0.00|335.32|0.00|174.89|0.00|2026-07-21|0|0
3902565|sethgets|Canada|2026-03-23|||Active|||2026-08-12|14|0.00|0.00|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||0|0
3236663|ingwall|Norway|2023-09-16||Churn|Active|Casino||2026-08-20|6|0.00|0.00|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||0|0
3233890|YoungJc|Canada|2023-09-11||Free Rider|Active|Casino|Bronze II|2026-08-03|23|0.00|0.00|0|0|168.86|0.00|-0.08|0.00|168.94|0.00|202.84|0.00|0.00|0.00|-0.08|0.00|2026-07-29|0|0
3113605|vamzdis|United Kingdom of Great Britain and Northern Ireland|2023-02-18|2023-02-18|Mass|Active|Casino|Gold I|2026-08-12|14|1000.59|0.00|14|0|-1164.62|0.00|-1195.08|0.00|30.47|0.00|17987.94|0.00|0.00|0.00|0.15|0.00|2026-08-04|0|0
3921747|jack-3231384|United States of America|2026-05-26|||Active|||2026-08-20|6|0.00|0.00|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||0|0
1873453|meriton24|Republic of Kosovo|2022-01-09|2022-01-10|Free Rider|Active|Casino|Bronze III|2026-08-07|19|0.00|0.00|0|0|25.55|0.12|-0.10|-0.03|25.64|0.15|151.73|0.82|0.00|0.00|0.05|-0.03|2026-08-21|0|2
1856978|Coreytacoh|VPN Player|2021-12-31|2022-02-24|One Timer|Active|Casino|Bronze II|2026-08-06|20|48.03|0.00|1|0|109.28|0.17|47.96|-0.11|61.32|0.29|201.51|0.17|0.00|0.00|0.16|-0.11|2026-08-06|0|1
3925893|jack-3120115|Romania|2026-06-06|||Active|||2026-08-19|7|0.00|0.00|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||0|0
3928716|asitane|Turkey|2026-06-11|2026-06-11|Mass|Active|Sport|Bronze I|2026-08-20|6|97.93|0.00|3|0|-41.16|0.00|-78.31|0.00|37.15|0.00|183.09|0.00|0.00|0.00|0.00|0.00|2026-07-17|0|0
1824651|Larrypoppins20|VPN Player|2021-11-19|2022-01-23|Free Rider|Active|Casino|Bronze I|2026-08-06|20|0.00|0.00|0|0|1.91|0.00|0.04|0.00|1.87|0.00|1.98|0.00|0.00|0.00|0.00|0.00|2026-06-05|0|0
1808018|Fuddi|India|2021-10-27|2021-10-27|Regular|Active|Live Casino|Silver I|2026-08-15|11|537.15|0.00|6|0|348.74|0.00|166.38|0.00|182.36|0.00|2066.88|0.00|153.63|0.00|-81.79|0.00|2026-08-07|0|0
3934733|xeno89|Maldives|2026-06-28|2026-06-29|Mass|Active|Crash|Silver III|2026-08-08|18|665.44|0.00|27|0|-479.51|0.43|-650.14|0.05|170.63|0.38|11303.82|0.43|54.48|0.00|54.10|0.05|2026-08-18|0|1
1729879|3420aaa|Canada|2021-05-31|2021-06-03|Pre Elit|Active|Casino|Silver I|2026-08-15|11|792.33|0.00|6|0|1468.94|0.00|783.96|0.00|684.98|0.00|27391.25|0.00|0.00|0.00|-181.00|0.00|2026-08-05|0|0
