country|packed
Brazil|05-01:85,10,0,0,0 05-02:83,12,0,0,0 05-03:109,41,0,0,0 05-04:128,22,0,0,0 05-05:79,6,0,0,0 05-06:62,8,0,0,0 05-07:79,12,0,0,0 05-08:75,8,0,0,0 05-09:63,4,0,0,0 05-10:67,2,0,0,0 05-11:65,3,0,0,0 05-12:80,11,0,0,0 05-13:77,13,8,6,2 05-14:75,12,10,9,6 05-15:68,7,5,4,3 05-16:66,8,6,6,0 05-17:50,1,1,0,0 05-18:61,9,5,4,2 05-19:49,5,4,4,4 05-20:60,7,6,5,3 05-21:59,7,5,5,2 05-22:87,6,4,3,0 05-23:64,3,2,2,0 05-24:73,8,6,4,2 05-25:63,3,3,2,1 05-26:54,5,4,2,0 05-27:79,6,3,2,1 05-28:113,14,7,3,1 05-29:72,4,3,3,0 05-30:75,4,2,1,1 05-31:92,6,3,2,1 06-01:79,3,1,1,1 06-02:60,10,6,3,2 06-03:69,6,4,2,1 06-04:63,4,3,2,0 06-05:58,1,1,1,1 06-06:52,3,1,1,0 06-07:69,8,6,3,2 06-08:66,5,2,1,0 06-09:94,3,3,2,2 06-10:125,12,8,4,0 06-11:130,7,5,2,0 06-12:100,15,8,7,0 06-13:89,3,1,1,0 06-14:91,3,0,0,0 06-15:103,12,8,8,4 06-16:104,4,2,2,2 06-17:92,6,5,3,2 06-18:85,8,7,5,2 06-19:99,11,9,3,3 06-20:93,9,8,5,1 06-21:70,4,2,2,0 06-22:96,10,5,4,3 06-23:142,18,15,12,9 06-24:111,8,7,5,4 06-25:158,17,13,10,7 06-26:135,25,20,9,4 06-27:143,19,14,10,4 06-28:105,10,7,6,4 06-29:97,13,10,5,3 06-30:121,11,7,5,2 07-01:114,15,11,5,2 07-02:116,11,8,4,4 07-03:107,8,7,4,4 07-04:100,4,1,0,0 07-05:97,10,8,4,4 07-06:121,9,6,3,2 07-07:93,6,3,2,1 07-08:85,10,6,6,3 07-09:121,26,21,8,4 07-10:102,22,16,9,2 07-11:81,4,3,1,0 07-12:97,10,5,3,0 07-13:105,17,8,5,1 07-14:112,18,14,12,6 07-15:115,19,12,8,1 07-16:121,22,15,10,7 07-17:15181,61,21,14,5 07-18:7685,53,37,28,20 07-19:5957,10,4,2,2 07-20:157,22,14,10,4 07-21:133,16,8,6,3 07-22:98,11,8,8,3 07-23:121,15,10,7,6 07-24:113,18,11,8,4 07-25:122,22,13,12,8 07-26:102,15,10,7,6 07-27:42260,1361,7,4,2 07-28:80430,3110,27,12,2 07-29:67616,3526,36,16,3 07-30:68184,4739,13,8,3 07-31:70464,4386,14,8,3 08-01:69377,4989,7,2,0 08-02:67866,5104,16,11,4 08-03:86097,5634,10,4,1 08-04:87056,4366,9,4,2 08-05:87802,3344,16,10,5 08-06:90110,3343,15,8,1 08-07:92145,3417,8,6,0 08-08:93216,3350,10,4,1 08-09:46896,1884,8,5,2 08-10:59005,3017,10,6,1 08-11:89678,4662,23,15,4 08-12:24957,1529,22,13,4 08-13:1177,141,28,11,4 08-14:67000,2473,10,5,4 08-15:93314,2815,14,8,5 08-16:96774,2875,7,5,0 08-17:85402,3033,8,7,2 08-18:86324,3117,12,8,3 08-19:88853,3089,9,7,3 08-20:86216,2853,14,7,1 08-21:80019,3951,18,13,3 08-22:78910,4406,16,10,1 08-23:82245,4083,11,7,1 08-24:78403,4068,7,4,0 08-25:76196,4697,10,4,3 08-26:67820,5656,6,2,0 08-27:75032,5857,9,4,0 08-28:65222,2869,9,2,2 08-29:1459,116,7,3,0
Bulgaria|05-08:10,2,0,0,0 05-15:12,2,1,1,0 05-19:10,3,3,2,1 05-30:11,4,2,0,0 05-31:10,0,0,0,0 06-02:13,3,1,0,0 06-08:10,1,1,0,0 06-10:11,1,0,0,0 06-11:12,0,0,0,0 06-12:14,2,1,0,0 06-13:15,1,1,1,0 06-16:10,1,1,0,0 06-18:12,3,2,0,0 06-21:11,4,3,1,0 06-23:14,2,1,0,0 06-24:18,1,1,0,0 06-25:11,0,0,0,0 06-28:10,2,2,1,0 06-29:13,2,2,0,0 06-30:10,3,2,0,0 07-01:10,0,0,0,0 07-02:17,0,0,0,0 07-04:11,0,0,0,0 07-06:13,0,0,0,0 07-07:13,1,1,1,0 07-10:10,1,1,1,0 07-12:14,2,2,1,0 07-13:14,3,3,1,0 07-14:12,1,0,0,0 07-18:11,5,4,3,3 07-19:10,1,0,0,0 07-22:14,3,2,2,1 07-23:18,5,5,3,1 07-24:11,2,2,1,0 07-25:23,6,6,3,0 07-26:18,3,1,1,0 07-27:16,4,4,2,1 07-28:18,7,6,2,0 07-29:21,2,0,0,0 07-30:23,4,2,1,1 07-31:21,5,3,2,1 08-01:18,3,3,1,0 08-02:11,1,0,0,0 08-03:11,1,1,1,0 08-04:11,1,1,1,0 08-05:11,0,0,0,0 08-06:14,0,0,0,0 08-07:11,0,0,0,0 08-08:17,1,0,0,0 08-09:11,2,0,0,0 08-10:15,2,0,0,0 08-11:29,3,0,0,0 08-12:13,2,0,0,0 08-13:13,3,2,1,1 08-14:10,3,2,0,0 08-16:13,2,0,0,0 08-17:11,0,0,0,0 08-19:16,2,1,0,0 08-20:15,1,0,0,0 08-24:10,1,1,1,0 08-25:12,1,1,0,0 08-26:10,1,1,0,0
Burkina Faso|07-29:20,5,4,1,0
Cameroon|07-29:21,4,4,2,0
Canada|05-01:128,22,0,0,0 05-02:187,27,0,0,0 05-03:210,26,0,0,0 05-04:146,31,0,0,0 05-05:150,25,0,0,0 05-06:175,19,0,0,0 05-07:158,28,0,0,0 05-08:141,31,0,0,0 05-09:135,11,0,0,0 05-10:156,17,0,0,0 05-11:196,22,0,0,0 05-12:154,22,0,0,0 05-13:161,21,5,1,0 05-14:127,13,11,5,1 05-15:112,17,11,3,1 05-16:135,16,11,6,1 05-17:174,27,12,5,2 05-18:153,17,13,7,0 05-19:106,12,8,4,1 05-20:112,22,15,7,3 05-21:128,21,13,7,4 05-22:183,20,13,7,5 05-23:141,21,13,10,6 05-24:178,22,14,10,6 05-25:151,33,25,17,9 05-26:98,21,17,10,9 05-27:138,33,24,14,12 05-28:286,26,14,8,4 05-29:280,26,12,5,0 05-30:181,13,6,0,0 05-31:251,27,16,7,1 06-01:233,15,11,4,1 06-02:306,21,16,8,2 06-03:241,15,10,2,0 06-04:166,14,6,2,1 06-05:189,23,16,4,1 06-06:198,17,10,5,0 06-07:189,11,7,2,0 06-08:154,15,10,1,0 06-09:303,23,15,3,0 06-10:427,23,8,4,0 06-11:818,37,15,5,0 06-12:622,16,10,4,1 06-13:381,18,15,10,2 06-14:187,18,8,4,3 06-15:212,15,6,3,1 06-16:251,15,7,1,1 06-17:163,17,11,4,2 06-18:185,9,6,2,0 06-19:241,19,11,0,0 06-20:189,24,20,12,3 06-21:203,15,9,4,1 06-22:2173,78,12,4,1 06-23:3856,102,8,4,1 06-24:2175,85,10,5,1 06-25:2356,57,15,5,0 06-26:2218,71,9,4,2 06-27:2556,60,15,3,0 06-28:1687,53,8,1,0 06-29:327,20,6,3,0 06-30:439,22,10,4,2 07-01:410,13,6,3,1 07-02:372,7,6,4,0 07-03:344,12,8,4,1 07-04:273,6,3,1,1 07-05:305,14,9,5,1 07-06:333,11,6,3,0 07-07:389,9,6,4,0 07-08:249,14,9,1,1 07-09:248,11,6,3,2 07-10:251,23,14,12,8 07-11:285,15,11,4,0 07-12:323,15,9,3,1 07-13:254,15,9,6,4 07-14:282,14,12,6,5 07-15:298,12,3,3,2 07-16:229,15,9,4,1 07-17:1048,25,7,3,2 07-18:5713,13,8,4,1 07-19:15119,32,13,6,3 07-20:4031,160,14,9,6 07-21:1781,62,6,4,3 07-22:1787,110,13,6,3 07-23:3612,156,8,5,4 07-24:4217,234,13,4,2 07-25:3808,179,5,3,1 07-26:4107,208,5,1,0 07-27:21232,785,5,1,0 07-28:33037,1328,7,4,1 07-29:26662,1096,14,10,1 07-30:24426,1039,5,1,1 07-31:25637,1118,10,6,1 08-01:25384,1137,8,2,0 08-02:26527,1187,8,4,0 08-03:12488,585,5,3,2 08-04:4805,255,7,5,2 08-05:2797,205,10,5,1 08-06:3592,221,5,5,0 08-07:4839,327,5,1,0 08-08:5080,356,9,6,1 08-09:4863,328,7,3,0 08-10:4794,302,4,4,0 08-11:4710,309,13,10,1 08-12:3083,180,8,5,1 08-13:4826,326,18,8,4 08-14:4718,273,12,5,1 08-15:5154,293,15,6,2 08-16:4791,329,12,7,1 08-17:4517,297,12,5,1 08-18:4405,218,7,1,0 08-19:2757,138,5,2,1 08-20:260,14,8,3,2 08-21:222,24,12,4,1 08-22:186,12,6,2,0 08-23:173,16,9,2,0 08-24:164,17,8,4,1 08-25:183,13,7,2,0 08-26:145,29,23,5,0 08-27:140,14,6,0,0 08-28:118,10,7,2,0 08-29:106,10,5,3,1
Chile|05-01:26,5,0,0,0 05-02:12,0,0,0,0 05-03:15,3,0,0,0 05-04:10,2,0,0,0 05-05:16,1,0,0,0 05-06:14,2,0,0,0 05-07:13,3,0,0,0 05-10:14,1,0,0,0 05-12:10,0,0,0,0 05-13:14,2,1,0,0 05-15:18,6,4,1,0 05-16:26,9,7,5,1 05-17:15,2,1,1,0 05-18:19,5,5,1,0 05-19:18,5,4,1,0 05-20:16,5,5,0,0 05-21:10,3,2,1,0 05-22:26,5,2,1,0 05-23:16,2,1,0,0 05-24:15,2,2,1,0 05-25:15,4,1,0,0 05-27:29,7,6,2,0 05-28:73,20,15,6,0 05-29:51,14,11,7,0 05-30:34,6,3,1,0 05-31:77,19,16,7,0 06-01:41,6,2,1,0 06-02:35,9,8,2,0 06-03:39,5,2,0,0 06-04:59,6,4,2,0 06-05:75,11,8,3,0 06-06:88,16,10,4,0 06-07:68,9,5,3,0 06-08:47,3,3,3,0 06-09:65,17,14,3,0 06-10:68,10,4,2,0 06-11:138,9,5,2,0 06-12:107,4,3,1,0 06-13:70,2,2,2,0 06-14:31,1,0,0,0 06-15:30,2,0,0,0 06-16:34,1,0,0,0 06-17:24,0,0,0,0 06-18:24,2,2,2,0 06-19:34,7,4,1,0 06-20:34,6,1,1,0 06-21:37,6,4,1,0 06-22:43,8,6,1,0 06-23:46,2,0,0,0 06-24:56,10,7,5,3 06-25:57,13,12,9,9 06-26:45,13,12,12,12 06-27:53,21,18,16,13 06-28:37,4,4,1,0 06-29:55,20,20,20,19 06-30:54,12,12,11,8 07-01:41,3,1,0,0 07-02:91,3,2,1,0 07-03:49,4,2,1,0 07-04:69,3,1,1,0 07-05:59,4,2,1,0 07-06:57,7,5,4,3 07-07:79,8,6,5,0 07-08:53,10,7,5,0 07-09:26,4,4,4,1 07-10:24,3,1,1,1 07-11:33,6,5,3,1 07-12:26,5,1,0,0 07-13:28,6,4,1,1 07-14:29,5,4,1,0 07-15:23,4,4,4,0 07-16:16,2,1,1,0 07-17:21,3,1,0,0 07-18:15,2,1,1,0 07-19:14,2,1,1,1 07-20:14,1,1,1,1 07-21:20,3,3,0,0 07-22:23,11,4,2,0 07-23:24,7,4,1,0 07-24:18,4,3,2,1 07-25:20,6,2,1,0 07-26:18,2,0,0,0 07-27:15,3,0,0,0 07-28:14,5,2,1,0 07-29:35,11,8,2,0 07-30:28,4,3,0,0 07-31:32,8,6,4,0 08-01:20,3,1,0,0 08-02:17,5,4,4,3 08-03:32,10,7,3,2 08-04:29,3,1,1,0 08-05:23,6,3,2,1 08-06:14,0,0,0,0 08-07:19,2,2,0,0 08-08:29,9,6,3,3 08-09:46,30,30,2,0 08-10:22,2,2,1,0 08-11:22,7,6,6,6 08-12:12,1,0,0,0 08-13:30,7,6,2,0 08-14:20,1,1,0,0 08-15:21,5,4,3,3 08-16:18,2,1,1,0 08-17:17,1,0,0,0 08-18:21,0,0,0,0 08-19:16,1,0,0,0 08-20:17,3,1,0,0 08-21:17,5,4,1,0 08-23:10,0,0,0,0 08-24:15,0,0,0,0 08-25:12,1,0,0,0 08-26:14,0,0,0,0 08-29:11,0,0,0,0
Colombia|07-01:10,3,0,0,0 07-20:15,7,3,1,1 07-21:11,3,1,0,0 07-26:12,3,0,0,0 07-28:13,8,0,0,0 07-29:14,6,0,0,0 08-04:13,8,0,0,0 08-13:26,13,0,0,0
Croatia|05-01:13,2,0,0,0 05-02:11,3,0,0,0 05-03:14,3,0,0,0 05-04:11,0,0,0,0 05-05:11,2,0,0,0 05-07:15,6,0,0,0 05-08:12,0,0,0,0 05-10:15,4,0,0,0 05-11:12,0,0,0,0 05-12:12,1,0,0,0 05-13:14,3,2,1,0 05-14:18,1,0,0,0 05-15:12,2,1,0,0 05-16:14,1,1,0,0 05-18:10,0,0,0,0 05-20:11,1,0,0,0 05-21:10,1,1,0,0 05-22:16,2,1,1,0 05-23:17,3,3,2,0 05-24:13,1,0,0,0 05-25:18,4,2,0,0 05-27:21,5,3,3,0 05-28:25,4,3,0,0 05-29:18,1,1,0,0 05-30:32,7,6,2,0 05-31:16,3,3,1,0 06-01:19,6,4,1,1 06-02:20,1,1,1,0 06-03:23,4,2,1,0 06-04:28,2,0,0,0 06-05:22,2,0,0,0 06-06:18,3,3,2,0 06-07:33,8,5,2,0 06-08:25,5,3,1,0 06-09:25,3,1,0,0 06-10:38,4,3,2,0 06-11:39,4,2,0,0 06-12:23,2,1,0,0 06-13:23,1,1,1,0 06-14:24,1,1,0,0 06-15:23,1,0,0,0 06-16:24,3,1,1,0 06-17:22,4,2,1,0 06-18:22,4,3,1,0 06-19:22,7,4,2,1 06-20:19,2,2,0,0 06-21:16,3,1,0,0 06-22:19,2,0,0,0 06-23:17,1,1,0,0 06-24:29,1,1,0,0 06-25:20,1,1,1,0 06-26:24,3,2,2,1 06-27:21,0,0,0,0 06-28:20,0,0,0,0 06-29:22,2,1,0,0 06-30:28,0,0,0,0 07-01:23,1,1,1,0 07-02:45,3,1,1,0 07-03:36,1,1,0,0 07-04:31,1,1,0,0 07-05:31,3,2,1,0 07-06:23,2,1,0,0 07-07:32,2,2,1,0 07-08:20,3,2,0,0 07-09:18,2,2,1,0 07-10:17,1,1,0,0 07-11:20,2,2,1,1 07-12:23,1,1,1,0 07-13:25,2,2,0,0 07-14:23,1,0,0,0 07-15:25,0,0,0,0 07-16:25,4,2,1,0 07-17:22,1,1,1,0 07-18:23,3,1,0,0 07-19:21,2,2,1,0 07-20:26,2,2,1,0 07-21:27,3,0,0,0 07-22:26,5,3,1,1 07-23:21,2,0,0,0 07-24:17,2,1,1,0 07-25:17,0,0,0,0 07-26:19,3,2,2,0 07-27:21,3,2,2,0 07-28:19,5,3,2,0 07-29:31,5,2,0,0 07-30:23,4,4,2,0 08-01:10,0,0,0,0 08-03:11,1,0,0,0 08-05:10,0,0,0,0 08-06:13,1,1,1,1 08-10:10,0,0,0,0
Cyprus|07-31:12,3,2,1,0
Czechia|05-01:27,3,0,0,0 05-02:15,1,0,0,0 05-03:22,2,0,0,0 05-04:22,2,0,0,0 05-05:31,8,0,0,0 05-06:21,5,0,0,0 05-07:25,5,0,0,0 05-08:30,5,0,0,0 05-09:28,7,0,0,0 05-10:27,2,0,0,0 05-11:22,2,0,0,0 05-12:21,5,0,0,0 05-13:27,2,1,1,1 05-14:23,2,1,0,0 05-15:22,4,1,1,0 05-16:23,2,2,0,0 05-17:20,5,3,3,2 05-18:24,3,1,1,0 05-19:32,6,6,5,1 05-20:23,1,0,0,0 05-21:26,4,3,1,0 05-22:39,4,1,1,1 05-23:25,4,2,2,0 05-24:22,0,0,0,0 05-25:21,0,0,0,0 05-26:29,4,3,1,0 05-27:31,1,1,0,0 05-28:81,4,3,1,0 05-29:54,6,2,0,0 05-30:63,3,2,1,0 05-31:62,8,3,0,0 06-01:46,12,5,3,0 06-02:37,4,3,1,0 06-03:41,6,3,2,2 06-04:30,6,2,0,0 06-05:36,3,1,1,0 06-06:27,4,3,2,0 06-07:36,3,1,0,0 06-08:32,4,4,0,0 06-09:39,6,4,2,0 06-10:92,7,4,2,0 06-11:96,8,4,2,0 06-12:63,7,3,1,0 06-13:50,5,2,2,0 06-14:46,9,3,2,1 06-15:55,6,3,1,0 06-16:51,2,0,0,0 06-17:32,2,2,0,0 06-18:46,5,2,1,0 06-19:43,4,4,2,0 06-20:38,6,4,4,0 06-21:33,2,2,0,0 06-22:36,2,1,0,0 06-23:46,3,3,2,0 06-24:47,6,3,2,0 06-25:43,3,1,1,0 06-26:50,3,2,1,0 06-27:29,1,0,0,0 06-28:26,3,2,1,0 06-29:28,2,2,2,0 06-30:44,3,2,1,0 07-01:41,6,6,5,1 07-02:48,3,2,2,0 07-03:38,4,2,1,1 07-04:50,2,1,0,0 07-05:57,4,4,2,0 07-06:59,5,3,1,0 07-07:49,1,1,1,0 07-08:28,3,3,1,0 07-09:27,3,1,1,0 07-10:26,3,2,1,0 07-11:25,0,0,0,0 07-12:32,0,0,0,0 07-13:25,1,0,0,0 07-14:26,4,3,2,0 07-15:30,5,3,3,0 07-16:31,5,3,2,1 07-17:33,5,2,1,0 07-18:28,6,4,3,0 07-19:29,5,3,1,0 07-20:22,5,3,1,0 07-21:28,5,3,1,0 07-22:39,9,5,3,1 07-23:30,3,2,2,1 07-24:27,6,4,1,0 07-25:33,6,5,2,1 07-26:31,0,0,0,0 07-27:34,4,4,2,0 07-28:31,7,6,2,1 07-29:42,8,5,2,0 07-30:30,1,1,0,0 07-31:27,4,3,2,1 08-01:39,3,1,1,0 08-02:29,4,3,3,0 08-03:26,2,1,0,0 08-04:24,0,0,0,0 08-05:51,30,1,1,0 08-06:22,2,1,1,1 08-07:35,5,4,2,1 08-08:26,3,1,0,0 08-09:25,0,0,0,0 08-10:24,2,0,0,0 08-11:31,2,0,0,0 08-12:24,1,0,0,0 08-13:22,2,0,0,0 08-14:30,7,5,2,1 08-15:31,4,3,2,0 08-16:25,3,1,1,0 08-17:29,3,1,1,1 08-18:24,8,4,3,1 08-19:24,1,0,0,0 08-20:25,2,2,0,0 08-21:19,4,3,2,0 08-22:21,6,3,2,0 08-23:22,2,1,0,0 08-24:18,3,3,2,2 08-25:21,3,3,3,0 08-26:28,4,3,1,0 08-27:19,1,1,1,1 08-28:28,5,2,0,0 08-29:27,4,2,2,2
Denmark|05-01:33,3,0,0,0 05-02:26,2,0,0,0 05-03:32,7,0,0,0 05-04:33,7,0,0,0 05-05:31,8,0,0,0 05-06:33,12,0,0,0 05-07:30,11,0,0,0 05-08:39,6,0,0,0 05-09:26,4,0,0,0 05-10:36,10,0,0,0 05-11:37,9,0,0,0 05-12:38,8,0,0,0 05-13:30,6,3,2,0 05-14:24,3,0,0,0 05-15:27,5,3,2,1 05-16:33,4,2,1,1 05-17:29,4,3,2,0 05-18:34,0,0,0,0 05-19:28,1,1,0,0 05-20:31,1,1,1,1 05-21:31,8,4,2,1 05-22:26,1,1,1,0 05-23:23,0,0,0,0 05-24:22,3,1,0,0 05-25:23,3,1,1,0 05-26:32,9,4,2,1 05-27:24,1,0,0,0 05-28:42,3,1,1,0 05-29:41,4,2,0,0 05-30:33,2,2,0,0 05-31:34,5,3,3,2 06-01:38,2,0,0,0 06-02:50,11,3,2,1 06-03:24,1,1,1,1 06-04:60,6,5,4,1 06-05:38,4,3,2,1 06-06:33,2,2,1,1 06-07:27,0,0,0,0 06-08:50,11,5,2,0 06-09:51,3,3,1,0 06-10:79,5,4,3,0 06-11:68,3,1,1,1 06-12:50,5,4,2,1 06-13:34,2,1,0,0 06-14:42,6,3,3,1 06-15:53,13,10,8,2 06-16:52,5,2,1,0 06-17:39,3,1,0,0 06-18:49,1,1,1,0 06-19:59,9,8,5,2 06-20:51,7,3,3,1 06-21:57,10,5,4,2 06-22:46,5,2,1,1 06-23:54,6,2,1,0 06-24:63,7,4,3,2 06-25:72,15,9,2,0 06-26:44,4,2,1,0 06-27:41,1,1,1,0 06-28:53,5,1,0,0 06-29:41,3,2,1,0 06-30:66,7,4,3,1 07-01:49,1,0,0,0 07-02:65,7,3,2,1 07-03:61,5,3,3,1 07-04:65,6,4,3,1 07-05:55,5,1,1,1 07-06:48,4,1,1,0 07-07:52,3,0,0,0 07-08:44,4,2,1,1 07-09:39,2,1,0,0 07-10:43,0,0,0,0 07-11:36,0,0,0,0 07-12:34,3,1,1,0 07-13:28,4,2,2,0 07-14:35,8,3,3,1 07-15:34,5,2,1,1 07-16:47,14,3,3,1 07-17:36,4,2,1,1 07-18:44,5,3,1,0 07-19:51,8,3,3,0 07-20:45,7,4,3,1 07-21:54,15,9,6,2 07-22:47,13,6,4,1 07-23:54,7,5,0,0 07-24:58,14,6,3,1 07-25:49,8,4,3,0 07-26:65,11,7,4,1 07-27:72,9,5,4,0 07-28:54,9,3,3,3 07-29:64,13,8,6,4 07-30:64,6,3,3,0 07-31:65,10,7,6,4 08-01:57,8,5,4,0 08-02:67,12,4,2,0 08-03:71,17,11,8,3 08-04:75,9,5,5,3 08-05:65,14,6,4,2 08-06:57,7,2,2,1 08-07:67,11,5,4,0 08-08:58,9,6,5,0 08-09:69,13,5,4,3 08-10:70,13,3,2,1 08-11:69,8,2,2,2 08-12:65,3,1,1,0 08-13:59,10,4,3,2 08-14:53,6,2,0,0 08-15:71,13,6,5,2 08-16:72,17,4,4,1 08-17:58,10,3,2,0 08-18:64,10,5,3,1 08-19:57,1,0,0,0 08-20:52,3,1,1,0 08-21:58,7,3,1,0 08-22:45,4,2,2,1 08-23:52,3,1,1,0 08-24:49,2,1,1,0 08-25:55,5,3,1,0 08-26:50,3,0,0,0 08-27:47,2,1,0,0 08-28:52,3,2,2,0 08-29:53,0,0,0,0
Dominican Republic|08-09:14,1,1,1,0
Ecuador|05-01:22,3,0,0,0 05-02:25,6,0,0,0 05-03:24,4,0,0,0 05-04:17,4,0,0,0 05-05:16,1,0,0,0 05-06:12,2,0,0,0 05-08:10,4,0,0,0 05-10:10,4,0,0,0 05-11:10,1,0,0,0 05-12:12,2,0,0,0 05-14:12,1,1,0,0 05-15:16,2,1,0,0 05-16:15,0,0,0,0 05-17:17,2,2,1,0 05-18:12,2,2,2,0 05-19:17,5,3,3,0 05-20:22,2,1,1,0 05-22:22,7,4,2,0 05-23:26,6,4,3,0 05-24:22,11,7,6,0 05-25:21,9,5,1,0 05-27:64,15,10,5,0 05-28:115,39,29,19,0 05-29:77,21,14,3,0 05-30:57,16,11,8,0 05-31:84,20,12,5,0 06-01:74,19,10,9,0 06-02:78,16,12,4,0 06-03:65,16,11,3,0 06-04:192,13,8,4,0 06-05:165,15,10,6,0 06-06:118,20,12,7,0 06-07:132,11,5,3,0 06-08:91,14,9,2,0 06-09:153,7,6,3,0 06-10:180,9,6,4,0 06-11:359,13,8,4,0 06-12:194,5,1,1,0 06-13:101,2,1,0,0 06-14:74,0,0,0,0 06-15:74,8,6,2,0 06-16:53,3,2,2,0 06-17:79,6,3,3,0 06-18:54,2,2,1,0 06-19:84,6,5,2,0 06-20:94,11,6,5,1 06-21:91,5,3,2,0 06-22:60,4,2,1,0 06-23:103,5,2,2,0 06-24:154,9,4,3,0 06-25:114,3,3,1,0 06-26:96,10,5,3,0 06-27:142,10,9,5,0 06-28:95,15,9,5,0 06-29:59,3,1,0,0 06-30:196,12,7,4,1 07-01:239,5,3,2,0 07-02:404,8,3,1,0 07-03:169,10,6,5,0 07-04:256,2,1,0,0 07-05:207,6,1,1,0 07-06:158,7,2,2,0 07-07:396,7,5,2,0 07-08:165,4,3,0,0 07-09:10,2,0,0,0 07-10:11,1,0,0,0 07-11:17,3,1,1,0 07-12:16,1,1,0,0 07-13:18,6,3,2,0 07-14:12,3,0,0,0 07-15:11,1,1,1,0 07-17:21,4,0,0,0 07-18:17,4,0,0,0 07-19:17,5,1,0,0 07-20:18,8,0,0,0 07-21:27,10,0,0,0 07-22:34,15,1,1,0 07-23:27,9,0,0,0 07-24:20,3,0,0,0 07-25:20,2,0,0,0 07-26:16,2,0,0,0 07-27:13,4,1,0,0 07-28:28,7,5,3,0 07-29:23,4,3,2,0 07-30:10,0,0,0,0 07-31:22,5,3,1,0 08-01:21,4,2,1,0 08-02:10,3,1,0,0 08-03:21,5,2,0,0 08-04:20,6,3,2,0 08-07:27,5,2,0,0 08-08:75,3,2,2,0 08-09:32,0,0,0,0 08-10:78,1,0,0,0 08-11:47,1,1,0,0 08-12:25,9,2,1,0 08-13:42,21,10,5,0 08-15:10,2,0,0,0
Egypt|06-19:21,1,1,1,0 06-22:18,1,1,0,0 06-24:11,0,0,0,0 06-26:14,3,2,1,0 06-27:18,6,5,3,1 06-28:18,4,2,0,0 06-29:13,1,1,1,0 06-30:30,14,12,2,1 07-01:32,16,12,1,0 07-07:11,1,1,0,0 07-08:15,3,1,1,1 07-29:15,2,2,0,0 08-09:11,1,1,0,0 08-13:13,2,2,0,0 08-14:20,0,0,0,0 08-15:13,1,0,0,0 08-16:15,1,1,0,0 08-17:10,3,1,0,0 08-18:12,1,1,0,0 08-20:13,0,0,0,0 08-21:14,1,1,0,0 08-22:10,1,0,0,0 08-24:10,1,0,0,0
El Salvador|06-26:10,5,4,3,0
Equatorial Guinea|06-11:23,1,0,0,0 06-12:10,1,0,0,0
Estonia|06-11:10,0,0,0,0 06-30:14,1,1,1,0 07-20:10,1,0,0,0 07-27:15,2,1,0,0 07-28:16,1,1,1,1 07-29:18,1,0,0,0 07-30:22,1,1,1,1 07-31:15,2,0,0,0 08-01:15,0,0,0,0 08-02:11,0,0,0,0 08-03:11,1,0,0,0 08-04:15,0,0,0,0 08-05:11,0,0,0,0 08-06:11,0,0,0,0 08-07:12,1,1,0,0 08-08:12,0,0,0,0 08-09:17,1,0,0,0 08-10:18,4,2,2,2 08-11:12,0,0,0,0 08-19:10,1,0,0,0 08-26:10,1,1,0,0 08-28:11,1,1,1,0
