country|packed
Belarus|05-23:0,0,1,1 06-26:0,0,0,0 08-16:0,0,0,0
Benin|06-09:0,0,0,0 06-20:0,0,0,0 06-26:0,0,0,0 06-27:0,0,0,0 07-15:0,0,0,0 07-29:0,0,0,0
Bolivia|05-15:0,0,0,0 05-18:0,0,0,0 05-23:0,0,0,0 05-26:0,0,0,0 05-29:0,0,0,0 06-12:0,0,0,0 06-13:0,0,1,1 06-14:0,0,1,0 06-18:0,0,0,0 06-20:0,0,0,0 06-25:0,0,0,0 06-30:0,0,0,0 07-01:0,0,0,0 07-12:0,0,0,0 07-13:0,0,0,0 07-14:0,0,0,0 07-15:0,0,0,0 07-20:0,0,0,0 07-21:0,0,2,1 07-23:0,0,0,0 07-26:0,0,0,0 07-28:0,0,0,0 07-29:0,0,0,0 08-01:0,0,0,0 08-02:0,0,0,0 08-03:0,0,0,0 08-04:0,0,0,0 08-07:0,0,0,0 08-10:0,0,0,0 08-12:0,0,1,0 08-13:0,0,0,0 08-15:0,0,0,0 08-17:0,0,0,0 08-18:0,0,0,0 08-20:0,0,0,0 08-21:0,0,0,0 08-23:0,0,0,0 08-25:0,0,0,0 08-26:0,0,0,0 08-28:0,0,0,0 08-29:0,0,0,0
Bosnia and Herzegovina|05-14:0,0,0,0 05-15:0,0,0,0 05-18:0,0,0,0 05-20:0,0,1,0 05-22:0,0,0,0 05-25:0,0,0,0 05-28:0,0,0,0 05-30:0,0,0,0 06-01:0,0,1,0 06-03:0,0,0,0 06-06:0,0,0,0 06-09:0,0,1,0 06-10:0,0,0,0 06-12:0,0,0,0 06-17:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-24:0,0,0,0 06-25:0,0,0,0 06-27:0,0,1,0 06-28:0,0,2,0 06-29:0,0,0,0 06-30:0,0,1,0 07-01:0,0,2,0 07-03:0,0,0,0 07-04:0,0,0,0 07-07:0,0,0,0 07-08:0,0,1,1 07-09:0,0,0,0 07-10:0,0,0,0 07-11:0,0,0,0 07-12:0,0,0,0 07-14:1,1,0,0 07-15:0,0,0,0 07-17:0,0,0,0 07-18:0,0,1,1 07-19:0,0,1,0 07-20:0,0,1,0 07-21:0,0,2,0 07-22:0,0,3,0 07-23:2,0,9,0 07-24:0,0,3,0 07-25:0,0,2,0 07-26:0,0,2,0 07-27:0,0,1,0 07-28:0,0,4,0 07-29:2,0,2,0 07-30:0,0,1,0 07-31:0,0,0,0 08-01:1,0,3,0 08-02:1,0,2,0 08-03:0,0,1,0 08-07:0,0,0,0 08-09:0,0,0,0 08-11:0,0,1,0 08-13:0,0,1,0 08-18:0,0,0,0 08-20:0,0,0,0 08-22:0,0,0,0 08-27:0,0,0,0 08-29:0,0,0,0
Botswana|06-30:0,0,0,0 07-06:0,0,0,0 08-19:0,0,0,0
Brazil|05-13:0,0,3,1 05-14:0,0,3,3 05-15:0,0,0,0 05-16:1,0,1,0 05-17:0,0,0,0 05-18:0,0,0,0 05-19:0,0,0,0 05-20:0,0,0,0 05-21:0,0,2,1 05-22:0,0,0,0 05-23:0,0,0,0 05-24:0,0,1,1 05-25:0,0,2,1 05-26:0,0,0,0 05-27:0,0,0,0 05-28:0,0,0,0 05-29:0,0,0,0 05-30:0,0,0,0 05-31:0,0,1,1 06-01:0,0,0,0 06-02:0,0,2,2 06-03:0,0,1,1 06-04:0,0,0,0 06-05:0,0,1,1 06-06:0,0,0,0 06-07:0,0,0,0 06-08:0,0,0,0 06-09:0,0,0,0 06-10:0,0,0,0 06-11:0,0,0,0 06-12:0,0,1,0 06-13:0,0,0,0 06-15:1,0,1,1 06-16:0,0,0,0 06-17:0,0,0,0 06-18:0,0,0,0 06-19:0,0,1,1 06-20:0,0,0,0 06-21:0,0,0,0 06-22:0,0,1,1 06-23:0,0,6,6 06-24:0,0,2,2 06-25:0,0,4,3 06-26:0,0,2,1 06-27:0,0,5,4 06-28:1,0,4,3 06-29:0,0,1,1 06-30:0,0,1,0 07-01:1,1,1,0 07-02:1,1,0,0 07-03:2,2,1,0 07-04:0,0,0,0 07-05:0,0,1,1 07-06:0,0,0,0 07-07:0,0,1,0 07-08:0,0,1,1 07-09:0,0,1,1 07-10:1,1,2,0 07-11:0,0,0,0 07-12:0,0,1,0 07-13:0,0,1,1 07-14:1,1,3,1 07-15:0,0,0,0 07-16:0,0,2,1 07-17:2,1,3,3 07-18:6,5,1,0 07-19:0,0,0,0 07-20:2,1,0,0 07-21:0,0,2,1 07-22:0,0,1,0 07-23:0,0,0,0 07-24:2,2,1,0 07-25:0,0,0,0 07-26:2,2,1,0 07-27:0,0,0,0 07-28:2,0,1,1 07-29:2,1,1,0 07-30:2,2,0,0 07-31:2,0,0,0 08-01:0,0,0,0 08-02:1,0,3,1 08-03:0,0,1,1 08-04:1,1,1,0 08-05:1,1,3,3 08-06:0,0,2,1 08-07:0,0,2,0 08-08:0,0,1,0 08-09:0,0,1,0 08-10:0,0,1,0 08-11:2,2,1,0 08-12:0,0,2,2 08-13:0,0,2,1 08-14:0,0,0,0 08-15:0,0,6,2 08-16:0,0,0,0 08-17:1,1,2,1 08-18:1,1,1,1 08-19:1,0,1,1 08-20:0,0,0,0 08-21:3,3,4,0 08-22:1,1,0,0 08-23:0,0,2,0 08-24:0,0,0,0 08-25:1,1,2,0 08-26:0,0,0,0 08-27:0,0,0,0 08-28:1,1,0,0 08-29:0,0,1,0
Brunei|06-30:0,0,0,0 07-17:0,0,0,0 07-18:0,0,0,0 07-20:0,0,0,0 07-21:0,0,0,0 08-03:0,0,0,0 08-07:0,0,1,0 08-19:0,0,0,0 08-22:0,0,0,0
Bulgaria|05-13:0,0,0,0 05-14:0,0,0,0 05-15:0,0,0,0 05-19:0,0,0,0 05-20:1,0,1,0 05-21:0,0,0,0 05-22:0,0,0,0 05-26:0,0,0,0 05-29:0,0,0,0 05-30:0,0,0,0 06-01:0,0,0,0 06-02:0,0,0,0 06-04:0,0,0,0 06-05:0,0,0,0 06-06:0,0,0,0 06-07:0,0,0,0 06-08:0,0,0,0 06-12:0,0,0,0 06-13:0,0,0,0 06-14:0,0,0,0 06-16:0,0,0,0 06-18:0,0,0,0 06-20:1,0,0,0 06-21:0,0,0,0 06-23:0,0,0,0 06-24:0,0,0,0 06-27:0,0,0,0 06-28:0,0,0,0 06-29:0,0,0,0 06-30:0,0,0,0 07-07:0,0,0,0 07-09:0,0,0,0 07-10:0,0,0,0 07-12:0,0,1,0 07-13:0,0,0,0 07-18:0,0,0,0 07-20:0,0,1,0 07-21:0,0,0,0 07-22:0,0,0,0 07-23:0,0,0,0 07-24:0,0,0,0 07-25:0,0,0,0 07-26:0,0,1,0 07-27:0,0,1,0 07-28:0,0,1,0 07-30:0,0,0,0 07-31:1,0,0,0 08-01:1,0,0,0 08-03:0,0,0,0 08-04:0,0,1,0 08-13:0,0,0,0 08-14:0,0,0,0 08-15:0,0,0,0 08-19:0,0,0,0 08-24:0,0,0,0 08-25:0,0,0,0 08-26:0,0,0,0 08-29:0,0,0,0
Burkina Faso|06-04:0,0,0,0 07-29:0,0,0,0 07-30:0,0,0,0 08-22:0,0,0,0
Cabo Verde|06-09:0,0,0,0 06-27:0,0,0,0 06-28:0,0,0,0 08-06:1,0,0,0
Cambodia|06-25:0,0,0,0
Cameroon|05-30:0,0,0,0 06-26:0,0,0,0 06-30:0,0,0,0 07-01:0,0,1,0 07-29:0,0,1,0 08-27:0,0,0,0
Canada|05-13:0,0,0,0 05-14:0,0,0,0 05-15:1,1,0,0 05-16:0,0,2,1 05-17:1,1,0,0 05-18:0,0,0,0 05-19:0,0,2,1 05-20:0,0,0,0 05-21:0,0,0,0 05-22:1,0,0,0 05-23:0,0,0,0 05-24:0,0,1,0 05-25:1,0,1,1 05-26:0,0,1,1 05-27:1,0,0,0 05-28:0,0,0,0 05-29:1,0,0,0 05-30:0,0,0,0 05-31:0,0,1,1 06-01:0,0,0,0 06-02:1,0,2,2 06-03:0,0,1,0 06-04:1,1,0,0 06-05:0,0,2,1 06-06:0,0,0,0 06-07:0,0,1,0 06-08:0,0,0,0 06-09:0,0,0,0 06-10:0,0,0,0 06-11:0,0,1,0 06-12:0,0,2,1 06-13:1,0,3,1 06-14:0,0,2,2 06-15:1,0,1,1 06-16:0,0,1,1 06-17:2,1,1,1 06-18:1,0,0,0 06-19:0,0,0,0 06-20:0,0,3,2 06-21:1,0,1,1 06-22:1,0,1,1 06-23:1,0,1,1 06-24:0,0,0,0 06-25:0,0,0,0 06-26:0,0,2,2 06-27:0,0,0,0 06-28:0,0,0,0 06-29:0,0,0,0 06-30:1,0,1,1 07-01:0,0,1,0 07-02:1,0,1,0 07-03:0,0,2,1 07-04:0,0,1,1 07-05:1,0,1,1 07-06:0,0,0,0 07-07:0,0,0,0 07-08:1,1,0,0 07-09:1,1,0,0 07-10:0,0,6,6 07-11:0,0,2,0 07-12:0,0,0,0 07-13:0,0,4,4 07-14:0,0,5,5 07-15:0,0,1,1 07-16:0,0,1,1 07-17:0,0,1,1 07-18:0,0,1,1 07-19:0,0,2,2 07-20:3,1,5,3 07-21:0,0,1,1 07-22:0,0,2,2 07-23:0,0,3,3 07-24:0,0,1,0 07-25:0,0,1,0 07-26:0,0,0,0 07-27:0,0,0,0 07-28:0,0,2,1 07-29:3,0,1,0 07-30:0,0,0,0 07-31:1,0,2,0 08-01:0,0,0,0 08-02:0,0,0,0 08-03:2,2,0,0 08-04:2,0,0,0 08-05:0,0,1,0 08-06:0,0,1,0 08-07:0,0,0,0 08-08:1,1,1,1 08-09:0,0,2,0 08-10:0,0,0,0 08-11:0,0,3,1 08-12:0,0,2,1 08-13:0,0,3,2 08-14:1,0,0,0 08-15:0,0,1,1 08-16:0,0,1,0 08-17:0,0,3,1 08-18:0,0,0,0 08-19:0,0,1,1 08-20:0,0,1,1 08-21:1,0,1,0 08-22:0,0,0,0 08-23:0,0,0,0 08-24:1,0,3,1 08-25:0,0,0,0 08-26:0,0,0,0 08-27:0,0,0,0 08-28:0,0,0,0 08-29:0,0,1,1
Cayman Islands|08-14:0,0,0,0
Chile|05-13:0,0,0,0 05-15:0,0,1,0 05-16:0,0,2,1 05-17:1,0,0,0 05-18:0,0,0,0 05-19:0,0,0,0 05-20:0,0,0,0 05-21:0,0,0,0 05-22:0,0,0,0 05-23:0,0,0,0 05-24:0,0,0,0 05-25:0,0,0,0 05-27:0,0,0,0 05-28:0,0,4,0 05-29:0,0,4,0 05-30:0,0,0,0 05-31:0,0,0,0 06-01:0,0,0,0 06-02:0,0,0,0 06-03:0,0,0,0 06-04:0,0,0,0 06-05:0,0,2,0 06-06:0,0,0,0 06-07:0,0,0,0 06-08:0,0,1,0 06-09:0,0,0,0 06-10:0,0,0,0 06-11:0,0,0,0 06-12:0,0,0,0 06-13:0,0,2,0 06-18:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-21:0,0,0,0 06-22:0,0,0,0 06-24:0,0,1,0 06-25:0,0,9,9 06-26:0,0,11,11 06-27:0,0,14,13 06-28:0,0,0,0 06-29:0,0,20,19 06-30:0,0,8,7 07-01:0,0,0,0 07-02:0,0,0,0 07-03:0,0,0,0 07-04:0,0,0,0 07-05:0,0,0,0 07-06:0,0,3,3 07-07:0,0,1,0 07-08:0,0,3,0 07-09:0,0,3,1 07-10:0,0,0,0 07-11:0,0,3,1 07-12:0,0,0,0 07-13:0,0,0,0 07-14:1,0,0,0 07-15:0,0,0,0 07-16:0,0,0,0 07-17:0,0,0,0 07-18:0,0,0,0 07-19:0,0,0,0 07-20:0,0,0,0 07-21:0,0,0,0 07-22:0,0,1,0 07-23:0,0,0,0 07-24:0,0,0,0 07-25:0,0,0,0 07-28:0,0,0,0 07-29:0,0,2,0 07-30:0,0,0,0 07-31:0,0,0,0 08-01:0,0,0,0 08-02:0,0,3,2 08-03:0,0,1,1 08-04:0,0,0,0 08-05:0,0,1,1 08-07:0,0,0,0 08-08:0,0,3,3 08-09:0,0,0,0 08-10:0,0,1,0 08-11:0,0,2,2 08-13:0,0,0,0 08-14:0,0,0,0 08-15:0,0,3,3 08-16:0,0,0,0 08-20:0,0,0,0 08-21:0,0,0,0
Colombia|05-16:0,0,0,0 05-22:0,0,1,1 06-08:0,0,1,1 06-13:0,0,1,0 06-18:0,0,0,0 06-19:0,0,0,0 06-21:0,0,0,0 06-30:0,0,1,1 07-17:0,0,0,0 07-19:0,0,0,0 07-20:0,0,0,0 07-21:0,0,0,0 08-07:0,0,1,1 08-10:0,0,0,0 08-19:0,0,0,0
Comoros|08-16:0,0,0,0
Congo (DRC)|05-14:0,0,0,0 05-15:0,0,1,0 05-16:0,0,0,0 05-18:0,0,0,0 06-09:0,0,0,0 06-17:0,0,0,0 06-27:0,0,0,0 07-28:0,0,0,0 08-26:0,0,0,0 08-28:0,0,0,0
Congo Republic|05-27:0,0,0,0 06-26:0,0,0,0 06-30:0,0,0,0 07-01:0,0,0,0 07-29:0,0,0,0 08-15:0,0,0,0
Cook Islands|07-29:0,0,1,0
Costa Rica|05-29:0,0,0,0 06-06:0,0,0,0 06-13:0,0,0,0 06-19:0,0,0,0 07-09:0,0,0,0 07-23:0,0,0,0
Croatia|05-13:0,0,0,0 05-15:0,0,0,0 05-16:0,0,0,0 05-19:0,0,0,0 05-21:0,0,0,0 05-22:1,0,0,0 05-23:0,0,1,0 05-25:0,0,0,0 05-27:0,0,0,0 05-28:0,0,0,0 05-29:0,0,0,0 05-30:0,0,1,0 05-31:0,0,0,0 06-01:0,0,1,1 06-02:0,0,1,0 06-03:0,0,0,0 06-06:0,0,0,0 06-07:0,0,0,0 06-08:0,0,0,0 06-09:0,0,0,0 06-10:0,0,0,0 06-11:0,0,0,0 06-12:0,0,0,0 06-13:0,0,0,0 06-14:0,0,0,0 06-16:0,0,0,0 06-17:0,0,0,0 06-18:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-21:0,0,0,0 06-23:0,0,0,0 06-24:0,0,0,0 06-25:0,0,0,0 06-26:0,0,0,0 06-29:0,0,0,0 07-01:0,0,0,0 07-02:0,0,0,0 07-03:0,0,0,0 07-04:0,0,0,0 07-05:0,0,0,0 07-06:0,0,0,0 07-07:0,0,1,0 07-08:0,0,0,0 07-09:0,0,0,0 07-10:0,0,0,0 07-11:0,0,1,1 07-12:0,0,0,0 07-13:0,0,0,0 07-16:0,0,0,0 07-17:0,0,1,0 07-18:0,0,0,0 07-19:0,0,0,0 07-20:0,0,0,0 07-22:1,1,0,0 07-24:0,0,1,0 07-26:0,0,0,0 07-27:0,0,0,0 07-28:0,0,0,0 07-29:0,0,0,0 07-30:0,0,0,0 08-06:1,1,0,0 08-09:0,0,0,0 08-12:1,1,0,0 08-15:0,0,1,1 08-22:0,0,0,0 08-23:0,0,0,0 08-24:0,0,0,0
Cuba|06-13:0,0,0,0
Curaçao|07-15:0,0,0,0 08-23:0,0,1,0
Cyprus|05-20:1,0,0,0 05-25:0,0,0,0 05-30:0,0,0,0 07-23:1,0,0,0 07-28:0,0,0,0 07-31:0,0,0,0 08-01:0,0,0,0 08-12:0,0,0,0 08-14:0,0,1,1 08-16:0,0,0,0 08-20:0,0,1,1 08-25:1,0,0,0 08-29:0,0,1,1
